,index,Similarity_Type,Number of Clusters (input),Number of clusters(output),Affinity Type,Word/Sentence,File_Name,Clusters,Mismatch Metric,Match Metric,M,False Positive,False Negative,costs
64,65,num_word_similarity,16,12,nearest_neighbors,word-based,n50_de_rma,"[3, 12, 0, 12, 10, 4, 4, 10, 2, 4, 4, 2, 3, 2, 4, 1, 1, 8, 0, 8, 4, 3, 0, 4, 4, 12, 10, 4, 4, 9, 2, 10, 2, 11, 4, 4, 0, 3, 3, 9, 3, 3, 7, 3, 2, 9, 0, 5, 8, 4]",364.0,58.0,3.0,78.0,286.0,"(101.16467355291732, 27.63545116637097)"
65,66,num_word_similarity,16,16,nearest_neighbors,sentence-based,n50_de_rma,"[10  1  1 10 15  8  1  3 14 15 12 15  2  1 13  2  7  3 15  3  0  0  0  6  8
  9 11  9  4  9  9  9 14  5  8  8  5  6  1  6  2 12  3  9  4 13 11  6  3 14]",206.0,58.0,3.0,78.0,128.0,"(445.26666666666671, 92.999999999999886)"
66,67,num_word_similarity,16,15,precomputed,word-based,n50_de_rma,"[5, 5, 6, 3, 15, 15, 15, 6, 13, 14, 10, 7, 2, 5, 7, 9, 4, 1, 0, 12, 2, 2, 1, 8, 1, 4, 4, 3, 9, 13, 10, 4, 1, 14, 12, 12, 8, 5, 6, 13, 5, 5, 0, 5, 10, 5, 4, 3, 12, 12]",224.0,58.0,3.0,78.0,146.0,"(101.6363801431701, 27.528563890957749)"
67,68,num_word_similarity,16,16,precomputed,sentence-based,n50_de_rma,"[ 2  4  2  2  2 13  2  2  3  2  8  2 15  4  4  2  2  2  2  2 10 10 10  0  0
  6  2 14 11 12  8  8  2  1  1  5  1  7  2  4 15 14  2  9 11  2 11  6  2 15]",460.0,58.0,2.0,78.0,382.0,"(613.62280701754378, 96.879999999999924)"
68,69,num_word_similarity,16,7,rbf,word-based,n50_de_rma,"[2, 6, 0, 13, 0, 6, 6, 6, 0, 3, 6, 0, 6, 0, 6, 2, 1, 6, 0, 6, 6, 6, 6, 6, 6, 13, 6, 6, 6, 2, 0, 6, 2, 3, 6, 0, 6, 6, 2, 2, 12, 2, 6, 6, 0, 2, 6, 6, 2, 6]",852.0,66.0,2.0,70.0,782.0,"(93.536168496608028, 26.052113360462204)"
69,70,num_word_similarity,16,16,rbf,sentence-based,n50_de_rma,"[ 0  0  0  0  0  0  0  0  0 15  9  0  0  0  0  0  0  0 15 13  0  0  0  0  0
  2  0  8  5 10  3  0  0 14  6  7  4  0  0  1  0  0  0 11  0  0  0 12 13  0]",1102.0,72.0,1.0,64.0,1038.0,"(622.71212121211693, 76.720000000000027)"
70,71,num_word_similarity,16,8,sigmoid,word-based,n50_de_rma,"[2, 2, 2, 2, 1, 2, 0, 1, 1, 1, 1, 1, 2, 2, 3, 2, 0, 1, 0, 1, 1, 2, 2, 1, 2, 1, 2, 1, 7, 2, 2, 1, 2, 2, 1, 2, 12, 3, 2, 2, 2, 2, 1, 2, 1, 1, 4, 15, 1, 3]",834.0,66.0,2.0,70.0,764.0,"(76.239461324187275, 26.460063780519988)"
71,72,num_word_similarity,16,16,sigmoid,sentence-based,n50_de_rma,"[ 4  4  1  4  1  9  4  0  4 15  4 14  4  4  4  4  0 10  4  1  4  4  4 11  8
  3  1 12  4  6  5  2  4  4  4 13  4  1  4  1  4  4  1  7  4  4  4  4  0  4]",800.0,68.0,1.0,68.0,732.0,"(525.26984126983882, 77.359999999999928)"
72,73,num_word_similarity,16,9,polynomial,word-based,n50_de_rma,"[4, 8, 2, 8, 1, 1, 0, 14, 6, 2, 8, 2, 8, 8, 8, 6, 8, 2, 0, 2, 1, 8, 8, 8, 4, 8, 8, 8, 8, 8, 8, 8, 1, 8, 0, 0, 8, 8, 1, 8, 15, 0, 11, 11, 8, 4, 8, 8, 2, 8]",714.0,76.0,3.0,60.0,654.0,"(92.810762796075267, 27.312565952300968)"
73,74,num_word_similarity,16,16,polynomial,sentence-based,n50_de_rma,"[ 1  1  1  1  1  1  1  1  1  1  4  1 15  1  1  1  1  1  1  1  1  1  1 11  0
 10  1  0  4  2  6 13  1  9  3 12 14  8  1  7  1 10  1  5  1  1  1 10  1  1]",998.0,64.0,1.0,72.0,926.0,"(668.97311827957049, 91.319999999999936)"
74,75,num_word_similarity,16,9,poly,word-based,n50_de_rma,"[2, 2, 2, 2, 0, 2, 8, 0, 10, 2, 2, 2, 2, 2, 2, 4, 2, 2, 0, 3, 2, 1, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 3, 2, 15, 12, 3, 2, 0, 2, 1, 1, 0, 1, 2, 1, 2, 2, 3, 12]",900.0,80.0,2.0,56.0,844.0,"(96.146124384791847, 27.562386128065864)"
75,76,num_word_similarity,16,16,poly,sentence-based,n50_de_rma,"[ 4 15  4  4  4  5  4  4  4  4  9  4 14  4  4  4  4  4  4  4  4  4  4 11  5
  0  4  5  9  1  3 13  4  2  7  0 10 12  4  6  4  0  4  8  4  4  4  0  4  4]",906.0,56.0,1.0,80.0,826.0,"(671.03160919540346, 93.239999999999924)"
76,77,num_word_similarity,16,12,linear,word-based,n50_de_rma,"[0, 3, 2, 6, 14, 5, 4, 4, 14, 4, 8, 2, 0, 1, 0, 4, 4, 2, 0, 2, 3, 0, 5, 1, 1, 11, 11, 0, 4, 8, 1, 3, 5, 1, 2, 2, 15, 0, 6, 3, 0, 0, 3, 0, 13, 0, 0, 0, 2, 2]",354.0,64.0,2.5,72.0,282.0,"(102.10295446458038, 27.827013341389247)"
77,78,num_word_similarity,16,16,linear,sentence-based,n50_de_rma,"[13  8  3  5  5  1  0  5 12  5  6  5  7  9  9 11 14  5  5  5  7  7  7  1  1
  2  2  1  6 10  8  8 12  4 15  5 15  3  3  2  2  8  5  8 11  9  9  2  5  0]",276.0,56.0,2.0,80.0,196.0,"(548.14848484848483, 94.279999999999916)"
78,79,num_word_similarity,16,13,cosine,word-based,n50_de_rma,"[1, 1, 13, 8, 14, 3, 6, 6, 7, 10, 7, 3, 1, 0, 11, 6, 2, 3, 0, 4, 12, 1, 0, 0, 1, 2, 2, 4, 1, 7, 13, 2, 3, 10, 10, 3, 3, 1, 13, 7, 1, 1, 3, 1, 1, 1, 0, 1, 4, 4]",326.0,66.0,3.0,70.0,256.0,"(100.95601565320146, 26.88386177246197)"
79,80,num_word_similarity,16,16,cosine,sentence-based,n50_de_rma,"[ 4  6  2  3  2 13  5  2  8  3  1  3 14  6  7 11  0  3 13  3 14 14 14 15 15
  0 11 15  9 15  1  1  4 10 10 12 10  6  7  6 15  0  2  7  9  7  7  0  3  5]",206.0,60.0,3.0,76.0,130.0,"(478.7833333333333, 93.399999999999906)"
80,81,num_word_similarity,18,11,nearest_neighbors,word-based,n50_de_rma,"[12, 3, 2, 2, 8, 2, 2, 2, 2, 2, 9, 3, 3, 5, 9, 1, 1, 2, 0, 2, 2, 12, 6, 3, 0, 3, 3, 2, 2, 16, 2, 2, 16, 3, 2, 2, 9, 12, 8, 10, 12, 12, 8, 16, 5, 12, 2, 2, 2, 9]",490.0,70.0,3.0,66.0,424.0,"(106.20679303523029, 28.268902853309655)"
81,82,num_word_similarity,18,18,nearest_neighbors,sentence-based,n50_de_rma,"[16 13 12  1  1  2  5  1 15  1 17  1  4 13  6  5 14  1  1  1  0  0  0  3  2
  9  4  9  7  3  9  9 15  8  2  2  8 10 13 10  4 13  1  9  7 17 11 10  1  4]",248.0,54.0,2.0,82.0,166.0,"(505.21666666666698, 95.639999999999915)"
82,83,num_word_similarity,18,17,precomputed,word-based,n50_de_rma,"[3, 15, 13, 9, 13, 1, 17, 6, 17, 0, 8, 5, 14, 7, 4, 6, 6, 1, 0, 3, 13, 14, 1, 5, 1, 0, 10, 5, 6, 8, 2, 5, 1, 7, 12, 5, 11, 14, 13, 8, 14, 14, 2, 14, 5, 3, 0, 15, 3, 5]",248.0,46.0,2.0,90.0,158.0,"(106.05183361012247, 28.188583816350398)"
83,84,num_word_similarity,18,18,precomputed,sentence-based,n50_de_rma,"[ 2 13  2  2  2  3  2  2  4  2  1  2  0 13 12 17 17  2  2  2  7  7  7 10 10
  4  2  8 16  0 11 11  2  9  9 14  5 15  2 13  0  8  2  6 16  2 12  4  2  2]",426.0,52.0,2.0,84.0,342.0,"(600.72222222222172, 98.159999999999911)"
84,85,num_word_similarity,18,8,rbf,word-based,n50_de_rma,"[5, 1, 1, 12, 1, 14, 0, 1, 2, 0, 2, 2, 1, 2, 1, 5, 3, 1, 0, 1, 1, 14, 1, 1, 1, 12, 12, 1, 1, 1, 1, 1, 14, 12, 1, 1, 1, 1, 2, 1, 8, 5, 1, 1, 2, 5, 0, 1, 1, 14]",762.0,76.0,4.0,60.0,702.0,"(97.121395619412567, 27.00347522957151)"
85,86,num_word_similarity,18,18,rbf,sentence-based,n50_de_rma,"[ 0  0  0  0  0  0  0  0  0 17  6  0  0  0  0  0  0  0 17 15  0  0  0  1  0
 13  0  2  5  4  3  7  0 16 12  9 10  0  0 11  0  0  0  8  0  0  0 14 15  0]",980.0,70.0,1.0,66.0,914.0,"(682.98387096774297, 83.04000000000002)"
86,87,num_word_similarity,18,10,sigmoid,word-based,n50_de_rma,"[1, 13, 5, 0, 5, 13, 2, 5, 5, 0, 5, 5, 9, 7, 7, 13, 15, 5, 0, 5, 5, 10, 13, 5, 1, 2, 5, 5, 5, 9, 1, 5, 13, 13, 5, 5, 13, 13, 5, 13, 1, 13, 5, 13, 5, 13, 5, 9, 5, 6]",646.0,60.0,2.5,76.0,570.0,"(75.227874688552774, 26.898241898327814)"
87,88,num_word_similarity,18,18,sigmoid,sentence-based,n50_de_rma,"[ 0  0  8  0  8 12  0  0  0 14  0 16  0  0  0  0  0 10 17  8  0  0  0 13 15
  5  8  9  0  1  2  6  0  3  0  4  0  8  0  8  0 11  8  7  0  0  0  0  0  0]",802.0,64.0,1.0,72.0,730.0,"(567.49206349206202, 81.560000000000045)"
88,89,num_word_similarity,18,9,polynomial,word-based,n50_de_rma,"[8, 8, 8, 8, 8, 8, 8, 5, 15, 5, 8, 3, 8, 8, 8, 13, 8, 2, 0, 2, 8, 8, 8, 8, 10, 8, 8, 8, 8, 8, 8, 8, 8, 8, 2, 8, 3, 8, 6, 8, 6, 8, 3, 10, 8, 10, 8, 8, 2, 3]",1024.0,94.0,2.0,42.0,982.0,"(96.807420264041681, 27.523501625592125)"
89,90,num_word_similarity,18,18,polynomial,sentence-based,n50_de_rma,"[ 0 13  0  0  0 15  0  0  0  0  9  0 17 13 13  0  0  0  0  0  0  0  0  5  5
  6  0  5  9  1  2 12  0  4  7 14  3  8  0 11  0  0  0 10  0 13 13 16  0  0]",752.0,56.0,1.0,80.0,672.0,"(712.30769230769317, 96.119999999999919)"
90,91,num_word_similarity,18,11,poly,word-based,n50_de_rma,"[1, 1, 1, 1, 1, 8, 1, 4, 8, 1, 8, 1, 1, 1, 1, 11, 12, 3, 0, 3, 7, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 10, 1, 0, 1, 6, 7, 1, 13, 1, 1, 3, 1]",1066.0,98.0,1.0,38.0,1028.0,"(96.412233679988233, 27.717018061060521)"
91,92,num_word_similarity,18,18,poly,sentence-based,n50_de_rma,"[ 0  0  0  0  0 17  0  0  0  0  5  0 14  0  0  0  0  0  0  0  0  0  0 15  6
 13  0  6  5  1 12  2  0 11  3 16  7  9  0  8  0  4  0 10  0  0  0  4  0  0]",946.0,58.0,1.0,78.0,868.0,"(713.30000000000018, 93.79999999999994)"
92,93,num_word_similarity,18,13,linear,word-based,n50_de_rma,"[7, 6, 5, 1, 0, 0, 0, 3, 0, 0, 9, 10, 6, 9, 4, 2, 3, 1, 0, 3, 5, 0, 1, 9, 7, 11, 5, 1, 3, 2, 1, 11, 5, 8, 8, 5, 9, 16, 5, 11, 16, 11, 5, 16, 10, 7, 6, 1, 3, 0]",274.0,54.0,3.0,82.0,192.0,"(105.50824008129683, 28.35889856583913)"
93,94,num_word_similarity,18,18,linear,sentence-based,n50_de_rma,"[13  2  6  0 12 12 16 12 11 12 10 12  1  3  2  6 17 12 12 12  1  1  1  0  5
  6  6  5 10 15  9  9 11  7  7  0  7  4 14  3  6  9 12  9  8  2  2  1 12  6]",250.0,60.0,2.0,76.0,174.0,"(572.61666666666679, 96.079999999999885)"
94,95,num_word_similarity,18,15,cosine,word-based,n50_de_rma,"[3, 5, 4, 1, 10, 10, 1, 2, 1, 1, 9, 0, 5, 4, 5, 1, 12, 0, 0, 0, 13, 5, 3, 4, 3, 16, 13, 15, 12, 3, 4, 12, 6, 12, 1, 7, 0, 5, 3, 5, 5, 5, 12, 5, 14, 5, 1, 9, 0, 0]",310.0,54.0,2.0,82.0,228.0,"(104.33200707921834, 27.395816696841003)"
95,96,num_word_similarity,18,18,cosine,sentence-based,n50_de_rma,"[ 2 15  5  9  5  4 16  5  7  4  3  4 10 10 13  8  9  9  4  4  6  6  6  9  9
  7 10  9 12 11  3  3  2  0  0 14  0  4 13 10 10  9  5  1  8 13  1  7  4 17]",226.0,56.0,2.5,80.0,146.0,"(585.54761904761915, 96.079999999999899)"
96,97,num_word_similarity,20,15,nearest_neighbors,word-based,n50_de_rma,"[12, 5, 3, 5, 3, 15, 2, 3, 12, 2, 0, 1, 5, 1, 17, 7, 7, 14, 0, 2, 2, 8, 4, 1, 2, 5, 5, 2, 13, 2, 1, 3, 1, 3, 18, 3, 17, 19, 3, 2, 19, 12, 3, 12, 1, 2, 1, 2, 2, 1]",336.0,56.0,2.0,80.0,256.0,"(109.16835329128455, 28.619816835828228)"
97,98,num_word_similarity,20,20,nearest_neighbors,sentence-based,n50_de_rma,"[ 1 18  9  1  9 10 13  9  2  1 16  1  3 18  0 13  6  8  1 19  3  3  3  7  4
  4 17  4  0  7  0  0  2 11  5  5 11 12 14 10 17 18  9  0 13  0 15 12 19 16]",184.0,56.0,2.0,80.0,104.0,"(539.14999999999998, 96.679999999999879)"
98,99,num_word_similarity,20,15,precomputed,word-based,n50_de_rma,"[9, 1, 0, 1, 8, 8, 8, 0, 6, 2, 5, 5, 9, 7, 7, 2, 2, 1, 0, 1, 0, 8, 7, 1, 7, 15, 0, 12, 2, 6, 7, 0, 18, 0, 19, 11, 19, 9, 18, 3, 9, 9, 0, 9, 7, 9, 7, 3, 1, 14]",278.0,56.0,2.0,80.0,198.0,"(110.63518838514699, 28.50394346059975)"
99,100,num_word_similarity,20,20,precomputed,sentence-based,n50_de_rma,"[ 6  7  6  6  6 18  3  6  1  6  6  6  0  2  3  6  6  6  6  6 11 11 11  9  9
 15  3 19  8  0  4  4  1  5  5 12  5 17  6 17 13 19  6 14  6  6  6 10  6 16]",438.0,60.0,1.5,76.0,362.0,"(648.50000000000011, 98.679999999999936)"
100,101,num_word_similarity,20,10,rbf,word-based,n50_de_rma,"[7, 17, 13, 9, 13, 17, 13, 13, 7, 1, 13, 5, 17, 5, 17, 7, 0, 17, 0, 17, 17, 12, 17, 17, 17, 9, 9, 17, 17, 17, 17, 17, 7, 1, 17, 17, 17, 17, 13, 7, 7, 7, 10, 17, 5, 7, 1, 17, 3, 17]",586.0,84.0,3.0,52.0,534.0,"(99.730012548227393, 26.921427318627497)"
101,102,num_word_similarity,20,20,rbf,sentence-based,n50_de_rma,"[ 0  0  0  0  0  0  0 18  0 16 17 19  0  0  0  0  0  0 16 14  0  0  0  7  0
 13  0  4  1  8  6  5  0 12  3  2 11  0  0 15  0  0 18 10  0  0  0  9 14  0]",828.0,60.0,1.0,76.0,752.0,"(694.14285714285927, 83.399999999999977)"
102,103,num_word_similarity,20,8,sigmoid,word-based,n50_de_rma,"[6, 1, 3, 6, 5, 1, 7, 5, 5, 5, 5, 4, 1, 7, 8, 6, 7, 5, 0, 5, 5, 1, 1, 8, 1, 5, 5, 1, 8, 6, 5, 5, 1, 4, 5, 5, 5, 1, 1, 1, 1, 1, 3, 1, 8, 1, 3, 1, 5, 7]",566.0,72.0,4.0,64.0,502.0,"(77.756545136927045, 27.10285042702851)"
103,104,num_word_similarity,20,20,sigmoid,sentence-based,n50_de_rma,"[ 1  1 17  5 17  4  1 18  1 16  1 15  1  1  1  1 19  8  1 17  1  1  1 12 13
  2 17 14  1 11 10  7  1  0  1  9  1 17  1 17  1  3 17  6  1  1  1  1  1  1]",704.0,62.0,1.0,74.0,630.0,"(588.35428571428565, 82.560000000000016)"
104,105,num_word_similarity,20,10,polynomial,word-based,n50_de_rma,"[4, 16, 16, 16, 0, 0, 0, 18, 1, 16, 16, 7, 16, 16, 7, 1, 11, 13, 0, 4, 3, 3, 3, 16, 4, 16, 16, 16, 16, 16, 16, 16, 16, 16, 13, 13, 4, 7, 0, 16, 3, 14, 3, 18, 16, 4, 3, 3, 4, 16]",498.0,88.0,3.0,48.0,450.0,"(101.51985111427736, 28.44362394046189)"
105,106,num_word_similarity,20,20,polynomial,sentence-based,n50_de_rma,"[ 2 17  2  2  2 15  2  2  2  2  3  2  0  2 14  2  2  2  2  2  2  2  2 11  9
 10  2  9  3  1 13  4  2  5 12 18 16  7  2  8  2 10  2  6  2 14 14 19  2  2]",744.0,52.0,1.0,84.0,660.0,"(752.41025641025726, 98.079999999999941)"
106,107,num_word_similarity,20,11,poly,word-based,n50_de_rma,"[14, 14, 0, 14, 0, 0, 0, 5, 12, 0, 14, 14, 14, 14, 14, 8, 7, 4, 0, 4, 17, 9, 0, 14, 16, 0, 14, 14, 14, 14, 14, 0, 14, 8, 4, 4, 0, 14, 15, 14, 5, 9, 5, 5, 14, 9, 0, 14, 4, 0]",548.0,76.0,2.0,60.0,488.0,"(98.746863435050841, 28.053330848431202)"
107,108,num_word_similarity,20,20,poly,sentence-based,n50_de_rma,"[ 0 16  0  0  0  5  0  0  0  0  7  0 18  0  6  0  0  0  0  0  0  0  0 17  9
  8  0  9  7  1  3 10  0  4  2 13 15 11  0 12  0 19  0 14  0  6  6 19  0  0]",744.0,52.0,1.0,84.0,660.0,"(754.91025641025726, 98.079999999999941)"
108,109,num_word_similarity,20,16,linear,word-based,n50_de_rma,"[1, 1, 3, 2, 4, 4, 4, 9, 15, 4, 1, 5, 0, 5, 10, 14, 5, 2, 0, 19, 8, 1, 8, 2, 3, 6, 6, 14, 14, 3, 3, 6, 7, 6, 12, 7, 19, 1, 7, 17, 1, 1, 3, 1, 10, 1, 1, 1, 19, 4]",244.0,70.0,3.0,66.0,178.0,"(109.413550848353, 28.595695920989499)"
109,110,num_word_similarity,20,20,linear,sentence-based,n50_de_rma,"[15  4 18  1 16  3 12  3 13  3  5  3 19  4  2  8 10  3  3  3  0  0  0  1 14
  4  7 14  5 11 14 14  9  6  6  1  6  3 17  4  7  4  3  2  5  2  2  4  3  7]",232.0,64.0,1.0,72.0,160.0,"(552.14999999999986, 94.599999999999952)"
110,111,num_word_similarity,20,13,cosine,word-based,n50_de_rma,"[2, 19, 1, 1, 1, 3, 7, 1, 9, 9, 15, 6, 2, 9, 6, 3, 0, 4, 0, 4, 1, 2, 2, 17, 3, 0, 1, 1, 3, 3, 3, 1, 1, 1, 4, 4, 14, 2, 1, 11, 2, 2, 1, 2, 6, 2, 2, 15, 4, 4]",356.0,66.0,3.0,70.0,286.0,"(109.5192811226236, 27.841941299401803)"
111,112,num_word_similarity,20,20,cosine,sentence-based,n50_de_rma,"[17 10 15  5 15 18  4 15 14  4  4  4  4  1  1  2  5  5 18  4  9  9  9  0  0
 14  2  5  7  6 13 13 17  3  3 16  3  8  1  8 12  5 15 11 19  1  1 14  4  4]",212.0,56.0,2.0,80.0,132.0,"(645.44999999999993, 98.359999999999928)"
112,113,num_word_similarity,22,14,nearest_neighbors,word-based,n50_de_rma,"[5, 8, 2, 0, 2, 2, 9, 6, 5, 9, 9, 2, 13, 15, 2, 5, 13, 19, 0, 6, 2, 2, 2, 15, 9, 11, 7, 9, 2, 5, 12, 7, 5, 1, 1, 2, 2, 18, 5, 2, 18, 5, 7, 5, 15, 18, 2, 9, 6, 2]",380.0,52.0,2.5,84.0,296.0,"(111.94623989674859, 29.029340525860139)"
113,114,num_word_similarity,22,22,nearest_neighbors,sentence-based,n50_de_rma,"[17  6 20  3  3 13 10 20  7  3  3  3  3  5  1 21 10 10  3 10  2  2  2  9  9
  6 11  6  3  9  6  6  7 16  4  4 16 19 15  3  8  5 20  6  0 14 12 19  3 18]",238.0,54.0,1.5,82.0,156.0,"(516.5, 95.759999999999906)"
114,115,num_word_similarity,22,18,precomputed,word-based,n50_de_rma,"[0, 2, 2, 17, 5, 14, 14, 5, 11, 13, 2, 4, 7, 2, 2, 6, 6, 15, 0, 0, 7, 10, 0, 9, 0, 7, 19, 6, 6, 10, 3, 7, 11, 1, 1, 13, 5, 18, 0, 7, 10, 18, 3, 18, 9, 0, 2, 21, 0, 0]",250.0,50.0,2.0,86.0,164.0,"(111.8910284935404, 28.972706265479307)"
115,116,num_word_similarity,22,22,precomputed,sentence-based,n50_de_rma,"[ 4 16  1  4  1 14  4  4  6  4  1  4  9 10 21  4  4  4  4  4 20 20 20 17 19
  6  1  3 18 15 11  5  4  2  2 12  2 13  4 13  0  3  4  8  4 10 10  7  4  4]",390.0,52.0,1.0,84.0,306.0,"(744.68627450980375, 100.31999999999994)"
116,117,num_word_similarity,22,5,rbf,word-based,n50_de_rma,"[0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 17, 0, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 6, 0, 6, 6, 0, 0, 0, 6, 0, 0, 0, 0]",1550.0,110.0,2.0,26.0,1524.0,"(100.25974333217638, 26.301685570745523)"
117,118,num_word_similarity,22,22,rbf,sentence-based,n50_de_rma,"[ 0  0  0  0 21  0  0 18  0 17  3 19  0  0  0  0  0  0 20 16  0  0  0  6  0
 10  0  8  5  9  4  7  0 15  1 13 11  0  0 14  0  0 18  2  0  0  0 12 16  0]",780.0,56.0,1.0,80.0,700.0,"(700.92592592592507, 83.679999999999978)"
118,119,num_word_similarity,22,10,sigmoid,word-based,n50_de_rma,"[4, 19, 1, 1, 18, 1, 19, 6, 1, 6, 1, 6, 8, 19, 4, 1, 19, 6, 0, 6, 14, 19, 3, 18, 14, 1, 18, 18, 6, 1, 1, 6, 1, 18, 1, 18, 18, 4, 14, 14, 4, 1, 1, 1, 6, 14, 5, 6, 6, 19]",442.0,60.0,4.5,76.0,366.0,"(73.563651621815637, 27.848966866785059)"
119,120,num_word_similarity,22,22,sigmoid,sentence-based,n50_de_rma,"[ 1  1 21  5 21  7  1 20  1 17  1 18  1  1  1  1 21  3  1 21  1  1  1 12 14
  0 19  9  1 13  8 10  1  6  1 11  1 16  1 15  1  4 21  2  1  1  1  1  1  1]",686.0,60.0,1.0,76.0,610.0,"(646.63999999999965, 83.879999999999953)"
120,121,num_word_similarity,22,10,polynomial,word-based,n50_de_rma,"[4, 21, 21, 21, 0, 0, 0, 5, 4, 0, 21, 21, 21, 21, 21, 4, 15, 1, 0, 1, 8, 6, 4, 21, 1, 21, 21, 21, 21, 21, 21, 21, 4, 21, 1, 1, 12, 21, 4, 21, 12, 4, 3, 4, 21, 6, 21, 6, 1, 21]",610.0,76.0,2.5,60.0,550.0,"(105.35911408030023, 28.654228878188967)"
121,122,num_word_similarity,22,22,polynomial,sentence-based,n50_de_rma,"[ 0 17  0  0  0 16  0  0  0  0  4  0 14 17 18  0  0  0  0  0  0  0  0 11  5
  6 21  5  4  1  9  2  0  7  3 15 13 12  0 10 21 20  0  8  0 18 18 19  0  0]",606.0,50.0,1.0,86.0,520.0,"(790.59420289855166, 100.31999999999996)"
122,123,num_word_similarity,22,13,poly,word-based,n50_de_rma,"[18, 20, 20, 20, 12, 8, 2, 10, 14, 10, 20, 1, 20, 20, 20, 9, 9, 3, 0, 3, 8, 6, 20, 20, 3, 20, 20, 20, 20, 20, 20, 20, 3, 20, 20, 20, 20, 6, 12, 20, 6, 6, 4, 6, 20, 6, 20, 0, 3, 20]",634.0,82.0,2.0,54.0,580.0,"(105.14024709091508, 28.55734428453302)"
123,124,num_word_similarity,22,22,poly,sentence-based,n50_de_rma,"[ 0 13  0  0  0 17  0  0  0  0  6  0 15  0 20  0  0  0  0  0  0  0  0 16  3
  5 21 19  6  1  2 14  0  8  4 10 12  7  0 11 21 18  0  9  0 20 20 18  0  0]",650.0,50.0,1.0,86.0,564.0,"(789.58333333333314, 100.27999999999996)"
124,125,num_word_similarity,22,19,linear,word-based,n50_de_rma,"[3, 2, 5, 8, 11, 11, 11, 1, 13, 9, 15, 6, 21, 2, 14, 1, 1, 20, 0, 20, 4, 3, 3, 5, 14, 16, 7, 6, 1, 4, 14, 10, 5, 12, 12, 6, 9, 3, 5, 0, 3, 3, 4, 3, 14, 3, 3, 15, 20, 6]",218.0,58.0,2.0,78.0,140.0,"(112.74766048835914, 28.891322097005574)"
125,126,num_word_similarity,22,22,linear,sentence-based,n50_de_rma,"[19  7 13  1  1 20  3  1  8  1 16  1 12  7  6 11 10  1  1  1 21 21 12  1  0
 17 18  0 16 14  0  0  9  2  2  1  2  1 15 17 18 17  1  0  5  6  6 17  1  4]",276.0,60.0,1.0,76.0,200.0,"(590.67435897435905, 95.519999999999911)"
126,127,num_word_similarity,22,15,cosine,word-based,n50_de_rma,"[2, 8, 11, 6, 9, 9, 2, 4, 9, 2, 7, 1, 4, 12, 12, 4, 4, 4, 0, 1, 11, 8, 2, 1, 3, 5, 11, 4, 3, 13, 3, 1, 1, 11, 14, 2, 16, 8, 2, 7, 8, 8, 3, 8, 1, 8, 1, 7, 1, 0]",276.0,54.0,3.0,82.0,194.0,"(111.07217289025169, 28.283907399131955)"
127,128,num_word_similarity,22,22,cosine,sentence-based,n50_de_rma,"[ 4  0  3  1  3  1 11  3 12  1  6  1  1  0 11  1  1  1  1  1  2  2  2 14 14
 12 21  1 16  7  5 15  4  9  9  1  9 10  0 10 18 13  3  8 20  0  0 17  1 19]",292.0,52.0,1.0,84.0,208.0,"(696.48974358974374, 98.519999999999939)"
128,129,num_word_similarity,24,17,nearest_neighbors,word-based,n50_de_rma,"[0, 4, 3, 7, 22, 2, 2, 15, 0, 4, 18, 5, 8, 5, 5, 0, 6, 9, 0, 9, 18, 8, 23, 1, 18, 6, 21, 18, 15, 6, 5, 22, 0, 13, 9, 9, 17, 8, 0, 8, 8, 0, 3, 0, 5, 8, 3, 7, 9, 2]",254.0,48.0,2.0,88.0,166.0,"(116.64500723815706, 29.121258210546678)"
129,130,num_word_similarity,24,24,nearest_neighbors,sentence-based,n50_de_rma,"[22  1  4  3  3 13  7  2  6  3  3  3  3  0  5 19  9 21  3 21  2 20  2  8  8
  1 15  1  3 16  1  1  6 23 16 16 23 18  3  3 11 17  3  1 12  5 14 18 21 10]",242.0,56.0,1.0,80.0,162.0,"(523.78787878787841, 96.079999999999941)"
130,131,num_word_similarity,24,16,precomputed,word-based,n50_de_rma,"[11, 11, 12, 0, 2, 2, 2, 6, 2, 8, 8, 9, 11, 9, 14, 4, 4, 0, 0, 3, 6, 2, 11, 0, 20, 22, 0, 4, 7, 8, 1, 0, 6, 6, 10, 6, 12, 11, 6, 8, 11, 11, 1, 11, 14, 11, 1, 11, 17, 2]",272.0,62.0,2.0,74.0,198.0,"(115.21416946612159, 29.219429148788159)"
131,132,num_word_similarity,24,24,precomputed,sentence-based,n50_de_rma,"[ 0 11  0  0  0 10  0  0  0  0  4  0  0  0 22  0  0  0  0  0  0  0  0 15 13
  9  0  6 18 21  1 19  0  8  8 14 20  5  0 16 17  3  0  7  0  0 12  2  0 23]",734.0,52.0,1.0,84.0,650.0,"(803.30769230769283, 98.839999999999918)"
